IATA,ICAO,Airport name,Country,City,Information
KMV,VYKL,Kalay,Myanmar,Kalemyo,https://www.worlddata.info/asia/burma/airports.php
KMW,UUBA,Kostroma Sokerkino,Russia,Kostroma,https://www.worlddata.info/europe/russia/airports.php
KMZ,FLKO,Kaoma,Zambia,Kaoma,https://www.worlddata.info/africa/zambia/airports.php
KNA,SCVM,Viña del Mar,Chile,Viña del Mar,https://www.worlddata.info/america/chile/airports.php
KND,FZOA,Kindu,Democratic Republic of the Congo,Kindu,https://www.worlddata.info/africa/congo-kinshasa/airports.php
KNE,AYKJ,Kanainj,Papua New Guinea,Kanainj,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
KNF,EGYM,RAF Marham,United Kingdom,"King's Lynn, Norfolk",https://www.worlddata.info/europe/united-kingdom/airports.php
KNG,WASK,Utarom,Indonesia,Kaimana,https://www.worlddata.info/asia/indonesia/airports.php
KNH,RCBS,Kinmen,Taiwan,Shang-I,https://www.worlddata.info/asia/taiwan/airports.php
KNI,YKNG,Katanning,Australia,,https://www.worlddata.info/oceania/australia/airports.php
KNJ,FCBK,Kindamba,Republic of the Congo,Kindamba,https://www.worlddata.info/africa/congo-brazzaville/airports.php
KNK,PFKK,Kokhanok,United States of America,Kokhanok,https://www.worlddata.info/america/usa/airports.php
KNM,FZTK,Kaniama,Democratic Republic of the Congo,Kaniama,https://www.worlddata.info/africa/congo-kinshasa/airports.php
KNO,WIMM,Kualanamu Intl,Indonesia,Beringin,https://www.worlddata.info/asia/indonesia/airports.php
KNP,,Capanda,Angola,Capanda,https://www.worlddata.info/africa/angola/airports.php
KNQ,NWWD,Koné,New Caledonia,Koné,https://www.worlddata.info/oceania/new-caledonia/airports.php
KNR,OIBJ,Jam,Iran,Jam,https://www.worlddata.info/asia/iran/airports.php
KNS,YKII,King Island,Australia,,https://www.worlddata.info/oceania/australia/airports.php
KNT,KTKX,Kennett Memorial,United States of America,Kennett,https://www.worlddata.info/america/usa/airports.php
KNU,VICX,Kanpur,India,Kanpur,https://www.worlddata.info/asia/india/airports.php
KNW,PANW,New Stuyahok,United States of America,New Stuyahok,https://www.worlddata.info/america/usa/airports.php
KNX,YPKU,East Kimberley Regional (Kununurra),Australia,Kununurra,https://www.worlddata.info/oceania/australia/airports.php
KNZ,GAKA,Kenieba,Mali,Kenieba,https://www.worlddata.info/africa/mali/airports.php
KOA,PHKO,Ellison Onizuka Kona Intl at Keāhole,United States of America,Kailua-Kona,https://www.worlddata.info/america/usa/airports.php
KOC,NWWK,Koumac,New Caledonia,Koumac,https://www.worlddata.info/oceania/new-caledonia/airports.php
KOD,,Kotabangun,Indonesia,Kotabangun-Borneo Island,https://www.worlddata.info/asia/indonesia/airports.php
KOE,WATT,El Tari,Indonesia,Kupang,https://www.worlddata.info/asia/indonesia/airports.php
KOF,FAKP,Komatipoort,South Africa,Komatipoort,https://www.worlddata.info/africa/south-africa/airports.php
KOH,YKLA,Koolatah,Australia,Maramie,https://www.worlddata.info/oceania/australia/airports.php
KOI,EGPA,Kirkwall,United Kingdom,"Kirkwall, Orkney Islands",https://www.worlddata.info/europe/united-kingdom/airports.php
KOJ,RJFK,Kagoshima,Japan,Kagoshima,https://www.worlddata.info/asia/japan/airports.php
KOK,EFKK,Kokkola-Pietarsaari,Finland,Kokkola / Kruunupyy,https://www.worlddata.info/europe/finland/airports.php
KOM,,Komo-Manda,Papua New Guinea,Komo,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
KOO,FZRQ,Kongolo,Democratic Republic of the Congo,Kongolo,https://www.worlddata.info/africa/congo-kinshasa/airports.php
KOP,VTUW,Nakhon Phanom,Thailand,Nakhon Phanom,https://www.worlddata.info/asia/thailand/airports.php
KOQ,EDCK,Köthen,Germany,Köthen (Anhalt),https://www.worlddata.info/europe/germany/airports.php
KOR,,Kakoro(Koroko) Airstrip,Papua New Guinea,Kakoro,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
KOS,VDSV,Sihanouk Intl,Cambodia,Preah Sihanouk,https://www.worlddata.info/asia/cambodia/airports.php
KOT,PFKO,Kotlik,United States of America,Kotlik,https://www.worlddata.info/america/usa/airports.php
KOU,FOGK,Koulamoutou Mabimbi,Gabon,Koulamoutou,https://www.worlddata.info/africa/gabon/airports.php
KOV,UACK,Kokshetau Intl,Kazakhstan,Kokshetau,https://www.worlddata.info/asia/kazakhstan/airports.php
KOW,ZSGZ,Ganzhou Huangjin,China,Ganzhou,https://www.worlddata.info/asia/china/airports.php
KOX,WABN,Kokonao,Indonesia,Kokonao,https://www.worlddata.info/asia/indonesia/airports.php
KOZ,,Ouzinkie,United States of America,Ouzinkie,https://www.worlddata.info/america/usa/airports.php
KPA,AYKG,Kopiago,Papua New Guinea,Kopiago,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
KPC,PAPC,Port Clarence Coast Guard Station,United States of America,Port Clarence,https://www.worlddata.info/america/usa/airports.php
KPE,,Yapsiei,Papua New Guinea,,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
KPF,AYDL,Kondobol,Papua New Guinea,Kondobol,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
KPI,WBGP,Kapit,Malaysia,Kapit,https://www.worlddata.info/asia/malaysia/airports.php
KPL,,Kapal,Papua New Guinea,Kapal,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
KPM,AYAQ,Kompiam,Papua New Guinea,,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
KPN,PAKI,Kipnuk,United States of America,Kipnuk,https://www.worlddata.info/america/usa/airports.php
KPO,RKTH,Pohang (G-815/K-3),South Korea,Pohang,https://www.worlddata.info/asia/south-korea/airports.php
KPP,YKPR,Kalpowar,Australia,Kalpower,https://www.worlddata.info/oceania/australia/airports.php
KPS,YKMP,Kempsey,Australia,,https://www.worlddata.info/oceania/australia/airports.php
KPT,,Jackpot/Hayden Field,United States of America,Jackpot,https://www.worlddata.info/america/usa/airports.php
KPV,PAPE,Perryville,United States of America,Perryville,https://www.worlddata.info/america/usa/airports.php
KPW,UHMK,Keperveem,Russia,Keperveem,https://www.worlddata.info/europe/russia/airports.php
KQA,PAUT,Akutan,United States of America,Akutan,https://www.worlddata.info/america/usa/airports.php
KQH,VIKG,Kishangarh Ajmer,India,Ajmer (Kishangarh),https://www.worlddata.info/asia/india/airports.php
KQL,,Kol,Papua New Guinea,Kol,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
KQR,YKAR,Karara,Australia,Karara,https://www.worlddata.info/oceania/australia/airports.php
KQT,UTDT,Bokhtar Intl,Tajikistan,Bokhtar,https://www.worlddata.info/asia/tajikistan/airports.php
KRA,YKER,Kerang,Australia,,https://www.worlddata.info/oceania/australia/airports.php
KRB,YKMB,Karumba,Australia,,https://www.worlddata.info/oceania/australia/airports.php
KRC,,Departi Parbo,Indonesia,Sungai Penuh,https://www.worlddata.info/asia/indonesia/airports.php
KRD,YKUR,Kurundi,Australia,Kurundi Station,https://www.worlddata.info/oceania/australia/airports.php
KRE,HBBO,Kirundo,Burundi,Kirundo,https://www.worlddata.info/africa/burundi/airports.php
KRF,ESNK,Kramfors-Sollefteå Höga Kusten,Sweden,Nyland,https://www.worlddata.info/europe/sweden/airports.php
KRG,SYKS,Karasabai,Guyana,Karasabai,https://www.worlddata.info/america/guyana/airports.php
KRI,AYKK,Kikori,Papua New Guinea,Kikori,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
KRJ,,Karawari Airstrip,Papua New Guinea,Amboin,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
KRK,EPKK,Kraków John Paul II Intl,Poland,Balice,https://www.worlddata.info/europe/poland/airports.php
KRL,ZWKL,Korla Licheng,China,Korla,https://www.worlddata.info/asia/china/airports.php
KRM,SYKR,Karanambo,Guyana,Karanambo,https://www.worlddata.info/america/guyana/airports.php
KRN,ESNQ,Kiruna,Sweden,Kiruna,https://www.worlddata.info/europe/sweden/airports.php
KRO,USUU,Kurgan,Russia,Kurgan,https://www.worlddata.info/europe/russia/airports.php
KRP,EKKA,Midtjyllands / Air Base Karup,Denmark,Karup,https://www.worlddata.info/europe/denmark/airports.php
KRQ,UKCK,Kramatorsk,Ukraine,Kramatorsk,https://www.worlddata.info/europe/ukraine/airports.php
KRR,URKK,Krasnodar Pashkovsky Intl,Russia,Krasnodar,https://www.worlddata.info/europe/russia/airports.php
KRS,ENCN,Kristiansand,Norway,Kristiansand(Kjevik),https://www.worlddata.info/europe/norway/airports.php
KRT,HSSK,Khartoum Intl,Sudan,Khartoum,https://www.worlddata.info/africa/sudan/airports.php
KRU,,Kerau,Papua New Guinea,Gunim,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
KRV,,Kerio Valley,Kenya,Kimwarer,https://www.worlddata.info/africa/kenya/airports.php
KRW,UTAK,Turkmenbaşy Intl,Turkmenistan,Turkmenbaşy,https://www.worlddata.info/asia/turkmenistan/airports.php
KRX,AYKR,Kar Kar,Papua New Guinea,Kar Kar Island,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
KRY,ZWKM,Karamay,China,Karamay,https://www.worlddata.info/asia/china/airports.php
KRZ,FZBT,Kiri,Democratic Republic of the Congo,Kiri,https://www.worlddata.info/africa/congo-kinshasa/airports.php
KSA,PTSA,Kosrae Intl,Federated States of Micronesia,Okat,https://www.worlddata.info/oceania/micronesia/airports.php
KSB,AYNM,Kasonombe,Papua New Guinea,Kasonombe,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
KSC,LZKZ,Košice Intl,Slovakia,Košice,https://www.worlddata.info/europe/slovakia/airports.php
KSD,ESOK,Karlstad,Sweden,Karlstad,https://www.worlddata.info/europe/sweden/airports.php
KSE,HUKS,Kasese,Uganda,Kasese,https://www.worlddata.info/africa/uganda/airports.php
KSF,EDVK,Kassel,Germany,Calden,https://www.worlddata.info/europe/germany/airports.php
KSH,OICC,Shahid Ashrafi Esfahani,Iran,Kermanshah,https://www.worlddata.info/asia/iran/airports.php
KSI,GUKU,Kissidougou,Guinea,Kissidougou,https://www.worlddata.info/africa/guinea/airports.php
KSJ,LGKS,Kasos,Greece,Kasos Island,https://www.worlddata.info/europe/greece/airports.php
KSK,ESKK,Karlskoga,Sweden,Karlskoga,https://www.worlddata.info/europe/sweden/airports.php
KSL,HSKA,Kassala,Sudan,Kassala,https://www.worlddata.info/africa/sudan/airports.php
KSM,PASM,St Mary's,United States of America,St Mary's,https://www.worlddata.info/america/usa/airports.php
KSN,UAUU,Kostanay Intl,Kazakhstan,Kostanay,https://www.worlddata.info/asia/kazakhstan/airports.php
KSO,LGKA,Kastoria National Aristotle,Greece,Argos Orestiko,https://www.worlddata.info/europe/greece/airports.php
KSP,,Kosipe,Papua New Guinea,Kosipe Mission,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
KSQ,UTSK,Karshi,Uzbekistan,Karshi,https://www.worlddata.info/asia/uzbekistan/airports.php
KSR,WAWH,Selayar - Haji Aroeppala,Indonesia,Benteng,https://www.worlddata.info/asia/indonesia/airports.php
KSS,GASK,Sikasso,Mali,Sikasso,https://www.worlddata.info/africa/mali/airports.php
KSU,ENKB,"Kristiansund, Kvernberget",Norway,Kvernberget,https://www.worlddata.info/europe/norway/airports.php
KSV,YSPV,Springvale,Australia,,https://www.worlddata.info/oceania/australia/airports.php
KSW,LLKS,Kiryat Shmona,Israel,Kiryat Shmona,https://www.worlddata.info/asia/israel/airports.php
KSX,AYYR,Yasuru,Papua New Guinea,Yasuru,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
KSY,LTCF,Kars,Turkey,Kars,https://www.worlddata.info/asia/turkey/airports.php
KSZ,ULKK,Kotlas,Russia,Kotlas,https://www.worlddata.info/europe/russia/airports.php
KTA,YPKA,Karratha,Australia,Karratha,https://www.worlddata.info/oceania/australia/airports.php
KTC,,Katiola,Ivory Coast,Katiola,https://www.worlddata.info/africa/ivory-coast/airports.php
KTD,RORK,Kitadaito,Japan,Kitadaitōjima,https://www.worlddata.info/asia/japan/airports.php
KTE,WMKE,Kerteh,Malaysia,Kerteh,https://www.worlddata.info/asia/malaysia/airports.php
KTF,NZTK,Takaka,New Zealand,,https://www.worlddata.info/oceania/new-zealand/airports.php
KTG,WIOK,Rahadi Osman,Indonesia,Ketapang,https://www.worlddata.info/asia/indonesia/airports.php
KTI,,Techo Intl,Cambodia,Phnom Penh (Boeng Khyang),https://www.worlddata.info/asia/cambodia/airports.php
KTL,HKKT,Kitale,Kenya,Kitale,https://www.worlddata.info/africa/kenya/airports.php
KTM,VNKT,Tribhuvan Intl,Nepal,Kathmandu,https://www.worlddata.info/asia/nepal/airports.php
KTN,PAKT,Ketchikan Intl,United States of America,Ketchikan,https://www.worlddata.info/america/usa/airports.php
KTO,SYKT,Kato,Guyana,Kato,https://www.worlddata.info/america/guyana/airports.php
KTP,MKTP,Tinson Pen,Jamaica,Tinson Pen,https://www.worlddata.info/america/jamaica/airports.php
KTQ,EFIT,Kitee,Finland,Kitee,https://www.worlddata.info/europe/finland/airports.php
KTR,YPTN,Tindal,Australia,,https://www.worlddata.info/oceania/australia/airports.php
KTS,PFKT,Brevig Mission,United States of America,Brevig Mission,https://www.worlddata.info/america/usa/airports.php
KTT,EFKT,Kittilä Intl,Finland,Kittilä,https://www.worlddata.info/europe/finland/airports.php
KTU,VIKO,Kota,India,Kota,https://www.worlddata.info/asia/india/airports.php
KTV,,Kamarata,Venezuela,Kamarata,https://www.worlddata.info/america/venezuela/airports.php
KTW,EPKT,Katowice Wojciech Korfanty Intl,Poland,Katowice,https://www.worlddata.info/europe/poland/airports.php
KTY,VCCN,Katukurunda Air Force Base,Sri Lanka,Kalutara,https://www.worlddata.info/asia/sri-lanka/airports.php
KUA,WMKD,Kuantan,Malaysia,Kuantan,https://www.worlddata.info/asia/malaysia/airports.php
KUC,NGKT,Kuria,Kiribati,Kuria,https://www.worlddata.info/oceania/kiribati/airports.php
KUD,WBKT,Kudat,Malaysia,Kudat,https://www.worlddata.info/asia/malaysia/airports.php
KUE,AGKU,Kukudu,Solomon Islands,Kolombangara Island,https://www.worlddata.info/oceania/solomon-islands/airports.php
KUF,UWWW,Kurumoch Intl,Russia,Samara,https://www.worlddata.info/europe/russia/airports.php
KUG,YKUB,Kubin Island,Australia,Kubin Island,https://www.worlddata.info/oceania/australia/airports.php
KUH,RJCK,Kushiro,Japan,Kushiro,https://www.worlddata.info/asia/japan/airports.php
KUK,PFKA,Kasigluk,United States of America,Kasigluk,https://www.worlddata.info/america/usa/airports.php
KUL,WMKK,Kuala Lumpur Intl,Malaysia,Sepang,https://www.worlddata.info/asia/malaysia/airports.php
KUM,RJFC,Yakushima,Japan,Yakushima,https://www.worlddata.info/asia/japan/airports.php
KUN,EYKA,Kaunas Intl,Lithuania,Kaunas,https://www.worlddata.info/europe/lithuania/airports.php
KUO,EFKU,Kuopio,Finland,Kuopio / Siilinjärvi,https://www.worlddata.info/europe/finland/airports.php
KUP,,Kupiano,Papua New Guinea,Kupiano,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
KUQ,AYKU,Kuri,Papua New Guinea,Kuri,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
KUS,BGKK,Kulusuk,Greenland,Kulusuk,https://www.worlddata.info/america/greenland/airports.php
KUT,UGKO,David the Builder Kutaisi Intl,Georgia,Kopitnari,https://www.worlddata.info/asia/georgia/airports.php
KUU,VIBR,Kullu Manali,India,Bhuntar,https://www.worlddata.info/asia/india/airports.php
KUV,RKJK,Gunsan / Gunsan Air Base,South Korea,Gunsan,https://www.worlddata.info/asia/south-korea/airports.php
KUX,,Kuyol,Papua New Guinea,,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
KUY,,Kamusi,Papua New Guinea,Kamusi,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
KVA,LGKV,Kavala Alexander the Great Intl,Greece,Kavala,https://www.worlddata.info/europe/greece/airports.php
KVB,ESGR,Skövde,Sweden,Skövde,https://www.worlddata.info/europe/sweden/airports.php
KVC,PAVC,King Cove,United States of America,King Cove,https://www.worlddata.info/america/usa/airports.php
KVE,,Kitava,Papua New Guinea,Kitava Island,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
KVG,AYKV,Kavieng,Papua New Guinea,Kavieng,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
KVK,ULMK,Kirovsk-Apatity,Russia,Apatity,https://www.worlddata.info/europe/russia/airports.php
KVL,PAVL,Kivalina,United States of America,Kivalina,https://www.worlddata.info/america/usa/airports.php
KVM,UHMO,Markovo,Russia,Markovo,https://www.worlddata.info/europe/russia/airports.php
KVO,LYKV,Morava,Serbia,Kraljevo,https://www.worlddata.info/europe/serbia/airports.php
KVR,UHWK,Kavalerovo,Russia,Kavalerovo,https://www.worlddata.info/europe/russia/airports.php
KVX,USKK,Pobedilovo,Russia,Kirov,https://www.worlddata.info/europe/russia/airports.php
KWA,PKWA,Bucholz Army Air Field,Marshall Islands,Kwajalein,https://www.worlddata.info/oceania/marshall-islands/airports.php
KWB,WAHU,Dewadaru,Indonesia,Karimunjawa,https://www.worlddata.info/asia/indonesia/airports.php
KWE,ZUGY,Guiyang Longdongbao Intl,China,Guiyang (Nanming),https://www.worlddata.info/asia/china/airports.php
KWG,UKDR,Kryvyi Rih Intl,Ukraine,Kryvyi Rih,https://www.worlddata.info/europe/ukraine/airports.php
KWH,OAHN,Khwahan,Afghanistan,Khwahan,https://www.worlddata.info/asia/afghanistan/airports.php
KWI,OKKK,Kuwait Intl,Kuwait,Kuwait City,https://www.worlddata.info/asia/kuwait/airports.php
KWJ,RKJJ,Gwangju,South Korea,Gwangju,https://www.worlddata.info/asia/south-korea/airports.php
KWK,PAGG,Kwigillingok,United States of America,Kwigillingok,https://www.worlddata.info/america/usa/airports.php
KWL,ZGKL,Guilin Liangjiang Intl,China,Guilin (Lingui),https://www.worlddata.info/asia/china/airports.php
KWM,YKOW,Kowanyama,Australia,Kowanyama,https://www.worlddata.info/oceania/australia/airports.php
KWN,PAQH,Quinhagak,United States of America,Quinhagak,https://www.worlddata.info/america/usa/airports.php
KWO,,Kawito,Papua New Guinea,Kawito,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
KWS,AGKW,Kwailabesi,Solomon Islands,Kwailabesi,https://www.worlddata.info/oceania/solomon-islands/airports.php
KWT,PFKW,Kwethluk,United States of America,Kwethluk,https://www.worlddata.info/america/usa/airports.php
KWY,,Kiwayu,Kenya,Kiwayu,https://www.worlddata.info/africa/kenya/airports.php
KWZ,FZQM,Kolwezi,Democratic Republic of the Congo,Kolwezi,https://www.worlddata.info/africa/congo-kinshasa/airports.php
KXB,WAWP,Sangia Nibandera,Indonesia,Kolaka,https://www.worlddata.info/asia/indonesia/airports.php
KXE,FAKD,P C Pelser,South Africa,Klerksdorp,https://www.worlddata.info/africa/south-africa/airports.php
KXF,NFNO,Koro Island,Fiji,Koro Island,https://www.worlddata.info/oceania/fiji/airports.php
KXK,UHKK,Komsomolsk-on-Amur,Russia,Komsomolsk-on-Amur,https://www.worlddata.info/europe/russia/airports.php
KXO,,Kisoro,Uganda,Kisoro,https://www.worlddata.info/africa/uganda/airports.php
KXU,NTKT,Katiu,French Polynesia,Katiu,https://www.worlddata.info/oceania/french-polynesia/airports.php
KYA,LTAN,Konya,Turkey,Konya,https://www.worlddata.info/asia/turkey/airports.php
KYD,RCLY,Lanyu,Taiwan,Orchid Island,https://www.worlddata.info/asia/taiwan/airports.php
KYE,OLKA,Rene Mouawad Air Base / Kleyate,Lebanon,Tripoli,https://www.worlddata.info/asia/lebanon/airports.php
KYF,YYLR,Yeelirrie,Australia,,https://www.worlddata.info/oceania/australia/airports.php
KYI,YYTA,Yalata Mission,Australia,Yalata Mission,https://www.worlddata.info/oceania/australia/airports.php
KYK,PAKY,Karluk,United States of America,Karluk,https://www.worlddata.info/america/usa/airports.php
KYO,,Tampa North Aero Park,United States of America,Tampa,https://www.worlddata.info/america/usa/airports.php
KYP,VYKP,Kyaukpyu,Myanmar,Kyaukpyu,https://www.worlddata.info/asia/burma/airports.php
